greV,greQ,greA,cgpa,univName
164.0,167.0,4.0,4.0,UC San Diego (UCSD)
163.0,170.0,3.5,3.9,UC Berkeley
161.0,151.0,0.0,3.98,University Of Minnesota - Twin Cities (UMN)
168.0,170.0,5.5,3.92,University Of Chicago
165.0,166.0,5.0,3.71,University Of Minnesota - Twin Cities (UMN)
167.0,164.0,4.0,3.88,Northwestern University
162.0,158.0,4.5,3.6,Clemson University
163.0,168.0,5.5,3.8,Emory University
167.0,151.0,5.5,4.0,Cornell University
166.0,162.0,5.0,3.85,Northeastern University
166.0,162.0,5.0,3.85,Tufts University
153.0,169.0,4.0,3.59,ีUniversity Of Maryland - College Park (UMD)
167.0,170.0,5.5,3.7,ีUniversity Of Maryland - College Park (UMD)
169.0,168.0,5.0,3.6,ีUniversity Of Maryland - College Park (UMD)
167.0,170.0,4.0,3.95,ีUniversity Of Maryland - College Park (UMD)
165.0,168.0,5.0,3.89,ีUniversity Of Maryland - College Park
168.0,149.0,5.0,3.74,University Of Texas At Austin (UT Austin)
166.0,168.0,4.5,3.76,Stanford University
167.0,153.0,0.0,3.9,Temple University
160.0,169.0,4.0,4.0,ีUniversity Of Maryland - College Park
168.0,159.0,4.5,3.95,UCLA
170.0,170.0,5.5,4.0,ีUniversity Of Maryland - College Park (UMD)
158.0,170.0,4.5,4.04,ีUniversity Of Maryland - College Park (UMD)
158.0,170.0,4.5,4.04,ีUniversity Of Maryland - College Park (UMD)
167.0,165.0,4.5,3.9,Columbia  University
155.0,168.0,5.0,3.95,Carnegie  Mellon University (CMU)
162.0,162.0,5.5,3.72,University Of Chicago
161.0,167.0,3.5,3.7,"University Of Michigan, Ann Arbor"
155.0,151.0,4.5,3.93,University Of Texas At Dallas
170.0,163.0,6.0,3.94,University Of Chicago
167.0,169.0,4.0,3.52,University Of Minnesota - Twin Cities (UMN)
167.0,169.0,4.0,3.52,Northwestern University
159.0,160.0,4.0,3.76,"University Of Michigan, Ann Arbor"
167.0,155.0,3.5,3.8,University Of Minnesota
162.0,167.0,4.5,3.52,ีUniversity Of Maryland - College Park (UMD)
160.0,164.0,4.0,3.72,Temple University
160.0,156.0,5.0,3.75,"UCSD (University Of California, San Diego)"
152.0,167.0,4.0,3.97,University Of Minnesota
166.0,152.0,4.0,3.5,University Of Toronto
170.0,156.0,5.0,3.39,UCLA
158.0,162.0,3.5,3.93,Temple University
153.0,163.0,3.0,3.64,Brown University
161.0,137.0,5.0,4.0,Temple University
157.0,147.0,4.5,3.88,Florida State University
155.0,156.0,4.5,3.98,Temple University
161.0,166.0,5.0,3.88,University Of Texas At Austin (UT Austin)
168.0,155.0,6.0,3.9,The University Of Southern California (USC)
163.0,162.0,5.0,3.89,UC Berkeley
168.0,159.0,4.5,3.94,University Of Southern California
160.0,167.0,4.5,3.8,The University Of Southern California (USC)
166.0,163.0,5.0,3.37,University Of Washington
160.0,158.0,5.0,3.74,"University Of California, Irvine"
166.0,168.0,4.5,3.76,Harvard University
163.0,165.0,5.0,4.0,University Of Arizona
154.0,164.0,3.5,3.5,Princeton University
158.0,159.0,5.0,3.71,Johns Hopkins University
169.0,162.0,3.5,3.8,Princeton University
165.0,158.0,5.5,3.86,University Of Southern California
168.0,167.0,5.5,3.61,The University Of Southern California (USC)
162.0,161.0,4.0,2.94,Arizona State University
163.0,168.0,4.0,3.8,Washington University in St. Louis (WashU/WUSTL)
165.0,165.0,6.0,3.93,University Of Pittsburgh
159.0,164.0,5.5,3.93,Brown University
159.0,164.0,5.5,3.93,UC San Diego (UCSD)
154.0,166.0,5.5,3.8,University Of Pennsylvania (UPenn)
160.0,170.0,5.5,3.61,The University Of Southern California (USC)
164.0,159.0,3.5,3.64,UC Davis
167.0,168.0,4.5,3.6,Penn State (Pennsylvania State University)
158.0,167.0,4.0,3.76,"UCSD (University Of California, San Diego)"
162.0,168.0,4.0,3.86,Penn State (Pennsylvania State University)
155.0,166.0,5.0,3.9,Rice University
163.0,169.0,4.0,3.85,"UCSD (University Of California, San Diego)"
157.0,155.0,4.5,3.79,"University Of California, Los Angeles (UCLA)"
156.0,155.0,5.0,3.65,(Arizona State University) ASU
161.0,159.0,4.5,3.93,Virginia Polytechnic And State University (Virginia Tech)
170.0,167.0,5.0,3.87,‌Boston University
167.0,160.0,5.0,3.9,Georgetown University
164.0,153.0,0.0,3.7,Syracuse University
161.0,166.0,5.5,3.98,Stanford University
166.0,161.0,5.5,3.98,Stanford University
154.0,165.0,4.0,3.57,University Of Southern California (USC)
168.0,170.0,5.0,3.95,Princeton University
161.0,162.0,5.0,4.0,UC San Diego (UCSD)
166.0,170.0,4.0,3.8,ีUniversity Of Maryland - College Park (UMD)
162.0,167.0,5.5,3.86,"University Of California, San Diego"
169.0,158.0,4.5,3.2,"UCSD (University Of California, San Diego)"
165.0,170.0,0.0,4.0,Harvard University
159.0,149.0,5.0,4.0,New York University
166.0,170.0,5.5,4.0,Princeton University
156.0,162.0,4.5,3.48,NCSU (North Carolina State University)
155.0,162.0,5.0,3.96,Cornell University
166.0,160.0,4.5,3.47,"UCSD (University Of California, San Diego)"
162.0,168.0,4.0,3.8,Princeton University
155.0,152.0,4.5,2.32,Clemson University
160.0,163.0,5.0,3.69,Washington University in St. Louis (WashU/WUSTL)
157.0,155.0,4.5,3.63,University Of Texas At Austin (UT Austin)
168.0,170.0,5.0,3.72,University Of Chicago
157.0,167.0,4.0,3.86,Penn State (Pennsylvania State University)
170.0,168.0,3.5,3.8,"University Of Michigan, Ann Arbor"
149.0,157.0,3.0,3.59,Tufts University
151.0,166.0,3.5,4.0,Rutgers University
149.0,168.0,3.5,4.0,UC Berkeley
158.0,165.0,4.0,3.6,Princeton University
170.0,159.0,5.0,4.0,Princeton University
170.0,159.0,5.0,4.0,UC Berkeley
169.0,154.0,6.0,3.55,New York University (NYU)
148.0,170.0,3.5,3.9,Princeton University
152.0,165.0,3.5,3.17,University Of Chicago
154.0,167.0,4.5,3.74,University Of Chicago
158.0,170.0,4.5,4.04,Princeton University
162.0,152.0,5.0,3.7,"University Of Michigan, Ann Arbor"
170.0,170.0,5.5,4.0,Princeton University
161.0,148.0,4.5,3.7,Temple University
146.0,163.0,3.5,3.31,University Of Florida (Gainesville)
159.0,165.0,4.0,3.8,Rice University
161.0,162.0,4.0,3.5,Carnegie Mellon University (CMU)
157.0,168.0,3.5,3.5,University Of Texas At Austin
170.0,163.0,3.5,3.9,"UCSD (University Of California, San Diego)"
164.0,165.0,5.0,3.97,Stanford University
152.0,167.0,4.5,3.3,(SUNY) University At Buffalo
146.0,170.0,4.0,3.39,UC Berkeley
163.0,152.0,4.0,3.5,University Of Notre Dame
163.0,163.0,5.0,3.5,(SUNY) University At Buffalo
153.0,168.0,3.0,3.4,(SUNY) University At Buffalo
158.0,164.0,5.0,3.99,"University Of Michigan, Ann Arbor"
149.0,170.0,3.5,3.3,(SUNY) University At Buffalo
164.0,160.0,3.5,3.24,Washington University in St. Louis (WashU/WUSTL)
151.0,149.0,5.0,3.95,"University Of Michigan, Ann Arbor"
157.0,155.0,4.5,3.63,University Of Texas At Austin (UT Austin)
165.0,161.0,5.0,3.96,Stanford University
163.0,167.0,4.5,3.85,University Of Oregon
157.0,163.0,5.0,3.6,University Of Oregon
158.0,162.0,5.0,3.7,"University Of Michigan, Ann Arbor"
162.0,163.0,5.0,3.34,The University Of Southern California (USC)
158.0,165.0,4.0,3.6,University Of Chicago
166.0,165.0,5.0,3.98,UC Berkeley
165.0,169.0,4.0,3.6,University Of Chicago
166.0,165.0,5.0,3.98,"University Of Michigan, Ann Arbor"
159.0,163.0,0.0,3.65,Temple University
164.0,168.0,4.5,3.8,University Of Texas At Austin
167.0,169.0,4.5,3.79,"University Of Michigan, Ann Arbor"
170.0,162.0,4.5,3.97,UC Davis
160.0,169.0,4.0,3.9,University Of Chicago
161.0,168.0,4.0,3.72,"UCSD (University Of California, San Diego)"
158.0,163.0,4.5,3.8,Penn State (Pennsylvania State University)
165.0,157.0,4.5,3.6,University Of Michigan
166.0,167.0,4.5,3.9,Princeton University
158.0,158.0,4.0,3.93,University Of Florida (Gainesville)
156.0,167.0,3.5,3.82,University Of Minnesota - Twin Cities (UMN)
162.0,163.0,4.0,3.4,"University Of Michigan, Ann Arbor"
161.0,167.0,5.0,3.8,University Of Chicago
156.0,168.0,4.0,3.95,University Of Minnesota - Twin Cities (UMN)
159.0,165.0,4.5,3.59,(SUNY) University At Buffalo
167.0,155.0,3.5,3.91,Washington University in St. Louis (WashU/WUSTL)
166.0,155.0,4.0,3.95,Vanderbilt University
165.0,165.0,4.0,3.8,Princeton University
160.0,141.0,3.0,3.69,University Of Delaware
159.0,170.0,3.5,4.0,"University Of Michigan, Ann Arbor"
160.0,169.0,6.0,3.92,Brown University
156.0,158.0,3.5,3.34,Virginia Polytechnic And State University (Virginia Tech)
151.0,168.0,3.5,4.0,NCSU (North Carolina State University)
149.0,170.0,3.0,3.9,Clemson University
159.0,163.0,4.0,3.5,NCSU (North Carolina State University)
155.0,162.0,4.0,3.6,(SUNY) University At Buffalo
152.0,168.0,3.5,3.49,Washington University in St. Louis (WashU/WUSTL)
152.0,153.0,4.0,4.0,University Of Cincinnati
165.0,170.0,5.0,3.9,Harvard University
153.0,159.0,4.0,3.28,Tufts University
160.0,168.0,4.0,3.98,University Of Texas At Austin
160.0,170.0,4.5,4.0,Stanford University
166.0,164.0,3.0,3.8,‌Boston University
166.0,164.0,3.0,3.8,University Of Minnesota - Twin Cities (UMN)
164.0,159.0,4.0,3.97,‌Boston University
167.0,170.0,4.5,3.88,University Of Texas At Austin (UT Austin)
162.0,168.0,4.5,3.4,University Of Texas At Austin (UT Austin)
170.0,156.0,5.5,3.5,UC Berkeley
165.0,167.0,4.0,3.79,Penn State (Pennsylvania State University)
168.0,170.0,4.5,3.88,"University Of California, Los Angeles (UCLA)"
170.0,162.0,3.0,3.06,University Of Texas At Dallas
155.0,157.0,4.0,3.35,University Of Delaware
159.0,170.0,4.5,4.0,Virginia Polytechnic And State University (Virginia Tech)
155.0,168.0,4.0,3.82,"University Of Michigan, Ann Arbor"
163.0,167.0,4.5,3.69,Stanford University
166.0,170.0,4.5,4.0,"University Of Michigan, Ann Arbor"
159.0,163.0,4.5,4.0,Penn State (Pennsylvania State University)
164.0,167.0,4.5,3.94,Yale University
164.0,167.0,5.5,3.78,The University Of Southern California (USC)
166.0,165.0,4.0,3.8,Emory University
166.0,165.0,4.0,3.8,Yale University
162.0,170.0,5.5,3.7,UC Berkeley
153.0,163.0,5.5,3.46,"UCSD (University Of California, San Diego)"
157.0,169.0,4.0,3.97,Yale University
159.0,166.0,4.5,3.96,University Of Delaware
170.0,165.0,6.0,3.95,"University Of Michigan, Ann Arbor"
165.0,163.0,4.0,3.1,University Of Chicago
160.0,153.0,4.5,3.74,"University Of Michigan, Ann Arbor"
155.0,149.0,5.0,3.76,‌Boston University
165.0,157.0,0.0,3.68,Boston University
163.0,167.0,5.5,3.8,University Of Chicago
166.0,166.0,4.5,3.68,Purdue University
163.0,161.0,4.5,3.54,‌Boston University
169.0,165.0,5.0,3.85,University Of Chicago
160.0,167.0,4.0,3.81,Virginia Polytechnic And State University (Virginia Tech)
168.0,156.0,5.0,3.83,"University Of Michigan, Ann Arbor"
152.0,168.0,3.5,3.78,NCSU (North Carolina State University)
170.0,168.0,3.5,3.8,‌Boston University
152.0,150.0,5.5,3.96,University Of Delaware
161.0,170.0,0.0,4.0,University Of Michigan
152.0,150.0,5.0,3.96,University Of Delaware
158.0,168.0,4.0,3.93,Princeton University
159.0,152.0,4.5,3.89,University Of Delaware
170.0,164.0,5.0,3.97,University Of Michigan
163.0,165.0,4.5,3.6,Boston University
168.0,150.0,4.5,3.8,University Of Georgia
163.0,158.0,4.0,3.6,UC Davis
159.0,150.0,4.0,3.94,University Of Kentucky
161.0,168.0,5.0,4.0,Tufts University
167.0,159.0,5.0,4.0,"University Of Michigan, Ann Arbor"
168.0,159.0,3.5,3.79,Northwestern University
167.0,163.0,5.0,3.9,UC Berkeley
152.0,154.0,5.0,3.7,The University Of Wisconsin - Madison
160.0,170.0,4.0,3.84,University Of Minnesota - Twin Cities (UMN)
160.0,170.0,4.5,4.0,UC Berkeley
168.0,167.0,4.5,3.8,UC Berkeley
164.0,166.0,4.0,3.87,Duke University
152.0,168.0,4.0,3.75,University Of Minnesota - Twin Cities (UMN)
168.0,152.0,4.0,3.75,University Of Minnesota - Twin Cities (UMN)
167.0,165.0,4.5,3.98,University Of Chicago
153.0,163.0,5.0,3.2,UCLA
167.0,170.0,5.0,4.13,Stanford University
153.0,170.0,3.0,3.6,Duke University
161.0,170.0,5.0,3.98,The University Of Southern California (USC)
160.0,169.0,4.0,4.0,University Of Rochester
160.0,169.0,4.0,4.0,University Of Rochester
147.0,160.0,4.0,3.06,Carnegie  Mellon University (CMU)
167.0,163.0,5.0,3.9,UC Berkeley
159.0,170.0,3.5,3.4,University Of Minnesota
161.0,150.0,5.0,3.39,University Of South Florida
167.0,168.0,5.5,3.3,Florida State University
158.0,167.0,5.0,3.99,Washington University in St. Louis (WashU/WUSTL)
161.0,158.0,4.5,4.0,"University Of Michigan, Ann Arbor"
170.0,170.0,5.0,3.96,UC Berkeley
157.0,168.0,3.5,3.15,University Of Minnesota - Twin Cities (UMN)
160.0,154.0,3.0,3.3,(SUNY) University At Buffalo
157.0,156.0,4.5,3.86,University Of Texas At Dallas
163.0,167.0,5.5,3.7,Carnegie  Mellon University (CMU)
159.0,162.0,3.5,3.21,Virginia Polytechnic And State University (Virginia Tech)
166.0,168.0,4.5,3.76,Carnegie Mellon University (CMU)
167.0,169.0,4.5,3.99,University Of Texas At Austin
156.0,150.0,5.0,3.86,University Of Pittsburgh
164.0,167.0,4.0,3.9,Penn State (Pennsylvania State University)
155.0,159.0,4.5,3.68,Stanford University
158.0,167.0,4.5,3.98,University Of Chicago
150.0,168.0,4.0,3.52,University Of Utah
162.0,166.0,4.5,3.96,Carnegie  Mellon University (CMU)
152.0,146.0,4.0,3.0,University Of South Florida
169.0,153.0,5.5,3.86,Columbia  University
170.0,160.0,0.0,3.8,"University Of California, Los Angeles (UCLA)"
158.0,164.0,5.0,4.0,Stanford University
163.0,151.0,5.5,3.98,University Of Delaware
167.0,163.0,3.5,3.89,Purdue University
168.0,149.0,4.0,3.85,University Of Oregon
166.0,166.0,5.5,3.97,University Of Pittsburgh
163.0,168.0,4.0,3.2,‌Boston University
170.0,157.0,3.5,3.9,Purdue University
159.0,159.0,4.5,3.59,Northwestern University
163.0,168.0,4.0,3.2,‌Boston University
161.0,164.0,0.0,3.4,"UCSD (University Of California, San Diego)"
155.0,154.0,4.0,3.67,NCSU (North Carolina State University)
166.0,163.0,4.5,3.78,‌Boston University
160.0,167.0,5.5,3.83,‌Boston University
160.0,165.0,4.0,3.82,"UCSD (University Of California, San Diego)"
160.0,163.0,4.5,3.3,The University Of Southern California (USC)
167.0,165.0,4.0,3.75,Purdue University
165.0,170.0,4.5,3.83,Purdue University
158.0,168.0,4.0,3.8,Penn State (Pennsylvania State University)
156.0,169.0,4.0,3.67,McGill University
156.0,165.0,3.5,3.7,University Of Toronto
162.0,160.0,5.0,3.4,University Of Pittsburgh
146.0,164.0,5.5,3.94,University Of Rochester
152.0,166.0,5.0,3.86,UC Berkeley
152.0,168.0,3.0,3.7,Virginia Polytechnic And State University (Virginia Tech)
163.0,161.0,5.5,3.95,University Of Pittsburgh
170.0,166.0,5.5,3.94,"University Of California, Los Angeles (UCLA)"
167.0,168.0,5.5,3.3,UCLA
167.0,168.0,5.5,3.3,University Of Texas At Austin
165.0,162.0,5.5,3.51,(Arizona State University) ASU
168.0,161.0,3.5,3.97,University Of Minnesota - Twin Cities (UMN)
160.0,160.0,0.0,3.9,University Of South Florida
170.0,163.0,6.0,3.94,"University Of California, Los Angeles (UCLA)"
156.0,157.0,5.0,3.56,UC Davis
158.0,170.0,5.0,3.93,University Of Minnesota - Twin Cities (UMN)
169.0,169.0,4.5,3.86,University Of Minnesota
165.0,170.0,5.0,3.9,ีUniversity Of Maryland - College Park
162.0,150.0,4.5,3.9,Penn State (Pennsylvania State University)
153.0,159.0,5.0,3.47,‌Boston University
158.0,163.0,5.0,3.97,University Of Texas At Austin (UT Austin)
170.0,150.0,5.5,4.0,Yale University
164.0,161.0,4.5,3.49,University Of Delaware
158.0,165.0,4.0,3.6,Northeastern University
161.0,168.0,5.0,3.98,University Of Minnesota - Twin Cities (UMN)
161.0,170.0,4.0,4.0,University Of Minnesota - Twin Cities (UMN)
169.0,153.0,3.5,3.89,ีUniversity Of Maryland - College Park (UMD)
153.0,159.0,5.0,3.47,‌Boston University
155.0,165.0,4.5,3.96,University Of Pittsburgh
163.0,167.0,4.0,3.67,Carnegie Mellon University
152.0,164.0,5.0,3.6,Columbia  University
154.0,154.0,4.0,3.49,"University Of Michigan, Ann Arbor"
161.0,167.0,5.0,3.8,University Of Minnesota
154.0,154.0,4.0,3.49,Vanderbilt University
163.0,167.0,5.0,3.6,University Of Minnesota - Twin Cities (UMN)
170.0,167.0,4.5,3.72,University Of Minnesota
167.0,155.0,5.0,3.92,Northwestern University
152.0,162.0,4.0,3.31,‌Boston University
151.0,166.0,3.5,4.0,Rice University
153.0,158.0,4.5,3.3,University Of Delaware
167.0,164.0,3.5,3.9,UIUC
150.0,170.0,3.0,3.98,Purdue University
151.0,164.0,5.0,3.63,Virginia Polytechnic And State University (Virginia Tech)
157.0,162.0,3.5,3.77,Stony Brook University
152.0,165.0,3.5,3.58,(Arizona State University) ASU
170.0,170.0,5.5,4.0,University Of Chicago
162.0,163.0,3.5,3.78,UC Davis
170.0,170.0,5.5,4.0,University Of Rochester
154.0,145.0,5.0,3.8,University Of Washington
154.0,150.0,3.5,3.8,UC Davis
163.0,159.0,5.0,3.9,University Of Texas At Austin
155.0,148.0,3.5,3.3,The University Of Southern California (USC)
170.0,157.0,3.0,3.74,The University Of Southern California (USC)
156.0,167.0,3.5,3.82,Temple University
156.0,164.0,4.0,3.6,UC Irvine
161.0,168.0,3.5,3.84,"University Of Michigan, Ann Arbor"
164.0,169.0,4.0,3.4,"UCSD (University Of California, San Diego)"
152.0,162.0,3.5,3.78,UC Davis
167.0,166.0,4.0,3.92,UC Davis
162.0,166.0,5.0,3.9,University Of Chicago
158.0,164.0,3.5,3.8,University Of Texas At Austin (UT Austin)
159.0,163.0,4.5,3.67,University Of Rochester
154.0,164.0,4.0,3.7,The University Of Southern California (USC)
152.0,167.0,3.0,3.1,"UCSD (University Of California, San Diego)"
166.0,168.0,5.0,4.0,University Of Minnesota
166.0,168.0,5.0,4.0,Purdue University
163.0,168.0,4.0,3.76,"UCSD (University Of California, San Diego)"
166.0,162.0,5.0,3.6,The University Of Chicago
165.0,170.0,5.5,3.78,UC Berkeley
165.0,157.0,5.5,4.6,University Of Michigan
162.0,167.0,4.0,3.8,Virginia Polytechnic And State University (Virginia Tech)
170.0,157.0,3.5,3.86,University Of Minnesota - Twin Cities (UMN)
156.0,168.0,4.0,3.95,UC Berkeley
152.0,163.0,4.5,3.17,University Of Rochester
162.0,166.0,4.0,3.93,UC Davis
155.0,156.0,4.5,3.54,University Of Minnesota - Twin Cities (UMN)
155.0,163.0,3.0,3.72,Ohio State University (OSU)
151.0,170.0,4.5,3.9,"UCSD (University Of California, San Diego)"
150.0,170.0,3.5,3.4,Duke University
150.0,165.0,4.0,3.73,University Of Minnesota - Twin Cities (UMN)
165.0,168.0,4.0,3.65,"UCSD (University Of California, San Diego)"
165.0,168.0,4.0,3.65,Yale University
166.0,168.0,5.0,4.0,University Of Texas At Austin
168.0,168.0,5.0,4.0,University Of Utah
152.0,169.0,3.5,3.96,University Of Minnesota - Twin Cities (UMN)
164.0,160.0,5.0,3.5,University Of Michigan
157.0,157.0,4.5,3.84,"University Of Michigan, Ann Arbor"
170.0,161.0,4.5,4.0,UC Berkeley
164.0,164.0,5.0,3.94,University Of Southern California
167.0,163.0,6.0,3.94,Stanford University
163.0,155.0,3.5,3.63,‌Boston University
158.0,163.0,4.5,3.1,University Of Notre Dame
168.0,162.0,5.0,4.0,Washington University in St. Louis (WashU/WUSTL)
159.0,158.0,4.0,3.62,UC Berkeley
165.0,170.0,4.0,3.98,UC Berkeley
167.0,170.0,4.0,3.62,New York University
159.0,149.0,5.0,4.0,University Of Michigan
162.0,155.0,0.0,3.15,University Of Oregon
166.0,167.0,4.0,3.85,New York University (NYU)
160.0,166.0,5.0,4.04,University Of Texas At Austin
161.0,164.0,4.5,3.9,UC Berkeley
140.0,170.0,3.0,3.4,UC Berkeley
164.0,170.0,5.0,3.8,UC Berkeley
162.0,170.0,4.0,3.7,Virginia Polytechnic And State University (Virginia Tech)
163.0,167.0,5.5,3.7,UC Berkeley
149.0,164.0,3.5,3.94,Rutgers University
154.0,154.0,5.0,4.0,University Of Iowa
157.0,170.0,3.5,3.88,"University Of Michigan, Ann Arbor"
169.0,168.0,5.0,2.9,UC San Diego (UCSD)
169.0,168.0,5.0,3.6,"UCSD (University Of California, San Diego)"
164.0,170.0,3.5,3.3,University Of Notre Dame
161.0,157.0,4.5,3.65,ีUniversity Of Maryland - College Park (UMD)
169.0,169.0,5.0,3.65,Washington University in St. Louis (WashU/WUSTL)
166.0,167.0,4.0,3.85,UC San Diego (UCSD)
159.0,154.0,0.0,3.5,Iowa State University
164.0,154.0,4.5,3.87,"UCSD (University Of California, San Diego)"
154.0,168.0,4.0,3.72,University Of Texas At Austin
153.0,169.0,3.5,3.87,‌Boston University
164.0,165.0,5.5,3.89,University Of Florida
167.0,169.0,4.5,3.99,University Of Washington
163.0,158.0,4.5,3.18,Columbia  University
165.0,163.0,4.5,3.6,Tufts University
161.0,168.0,3.0,3.8,Virginia Polytechnic And State University (Virginia Tech)
161.0,159.0,3.5,3.69,‌Boston University
163.0,157.0,5.0,3.7,ีUniversity Of Maryland - College Park (UMD)
168.0,167.0,5.0,3.9,University Of Texas At Austin
169.0,162.0,4.0,3.7,"UCSD (University Of California, San Diego)"
